"","county","the_date","day","month","year","total_female"
"5913","Placer",2020-11-01,"01","11",2020,1.1
"5914","Placer",2020-12-01,"01","12",2020,2.68
"5915","Placer",2020-02-01,"01","02",2020,5.45
"5916","Placer",2020-03-01,"01","03",2020,6.71
"5917","Placer",2020-04-01,"01","04",2020,7.17
"5918","Placer",2020-05-01,"01","05",2020,5.2
"5919","Placer",2020-06-01,"01","06",2020,4.57
"5920","Placer",2020-07-01,"01","07",2020,1.32
"5921","Placer",2020-08-01,"01","08",2020,1.23
"5922","Placer",2020-09-01,"01","09",2020,2.84
"5923","Placer",2021-01-01,"01","01",2021,3.74
"5924","Placer",2021-02-01,"01","02",2021,4.71
"5925","Placer",2021-03-01,"01","03",2021,2.36
"5926","Plumas",2002-01-01,"01","01",2002,0.16
"5927","Plumas",2002-10-01,"01","10",2002,0.06
"5928","Plumas",2002-11-01,"01","11",2002,0
"5929","Plumas",2002-12-01,"01","12",2002,0.03
"5930","Plumas",2002-02-01,"01","02",2002,0.03
"5931","Plumas",2002-03-01,"01","03",2002,0.03
"5932","Plumas",2002-04-01,"01","04",2002,0.03
"5933","Plumas",2002-05-01,"01","05",2002,0
"5934","Plumas",2002-06-01,"01","06",2002,0.1
"5935","Plumas",2002-07-01,"01","07",2002,0.03
"5936","Plumas",2002-08-01,"01","08",2002,0.03
"5937","Plumas",2002-09-01,"01","09",2002,0
"5938","Plumas",2003-01-01,"01","01",2003,0
"5939","Plumas",2003-10-01,"01","10",2003,0.03
"5940","Plumas",2003-11-01,"01","11",2003,0
"5941","Plumas",2003-12-01,"01","12",2003,0
"5942","Plumas",2003-02-01,"01","02",2003,0.03
"5943","Plumas",2003-03-01,"01","03",2003,0.03
"5944","Plumas",2003-04-01,"01","04",2003,0
"5945","Plumas",2003-05-01,"01","05",2003,0
"5946","Plumas",2003-06-01,"01","06",2003,0.06
"5947","Plumas",2003-07-01,"01","07",2003,0.03
"5948","Plumas",2003-08-01,"01","08",2003,0
"5949","Plumas",2003-09-01,"01","09",2003,0.03
"5950","Plumas",2004-01-01,"01","01",2004,0.06
"5951","Plumas",2004-10-01,"01","10",2004,0
"5952","Plumas",2004-11-01,"01","11",2004,0.03
"5953","Plumas",2004-12-01,"01","12",2004,0.06
"5954","Plumas",2004-02-01,"01","02",2004,0.13
"5955","Plumas",2004-03-01,"01","03",2004,0.06
"5956","Plumas",2004-04-01,"01","04",2004,0.06
"5957","Plumas",2004-05-01,"01","05",2004,0.03
"5958","Plumas",2004-06-01,"01","06",2004,0.13
"5959","Plumas",2004-07-01,"01","07",2004,0.03
"5960","Plumas",2004-08-01,"01","08",2004,0
"5961","Plumas",2004-09-01,"01","09",2004,0.06
"5962","Plumas",2005-01-01,"01","01",2005,0.03
"5963","Plumas",2005-10-01,"01","10",2005,0.06
"5964","Plumas",2005-11-01,"01","11",2005,0
"5965","Plumas",2005-12-01,"01","12",2005,0.12
"5966","Plumas",2005-02-01,"01","02",2005,0.03
"5967","Plumas",2005-03-01,"01","03",2005,0.06
"5968","Plumas",2005-04-01,"01","04",2005,0.13
"5969","Plumas",2005-05-01,"01","05",2005,0.06
"5970","Plumas",2005-06-01,"01","06",2005,0
"5971","Plumas",2005-07-01,"01","07",2005,0.09
"5972","Plumas",2005-08-01,"01","08",2005,0.09
"5973","Plumas",2005-09-01,"01","09",2005,0
"5974","Plumas",2006-01-01,"01","01",2006,0.06
"5975","Plumas",2006-10-01,"01","10",2006,0.09
"5976","Plumas",2006-11-01,"01","11",2006,0.03
"5977","Plumas",2006-12-01,"01","12",2006,0.06
"5978","Plumas",2006-02-01,"01","02",2006,0.07
"5979","Plumas",2006-03-01,"01","03",2006,0
"5980","Plumas",2006-04-01,"01","04",2006,0.03
"5981","Plumas",2006-05-01,"01","05",2006,0.06
"5982","Plumas",2006-06-01,"01","06",2006,0.03
"5983","Plumas",2006-07-01,"01","07",2006,0
"5984","Plumas",2006-08-01,"01","08",2006,0.03
"5985","Plumas",2006-09-01,"01","09",2006,0.1
"5986","Plumas",2007-01-01,"01","01",2007,0.06
"5987","Plumas",2007-10-01,"01","10",2007,0
"5988","Plumas",2007-11-01,"01","11",2007,0
"5989","Plumas",2007-12-01,"01","12",2007,0
"5990","Plumas",2007-02-01,"01","02",2007,0.03
"5991","Plumas",2007-03-01,"01","03",2007,0.03
"5992","Plumas",2007-04-01,"01","04",2007,0.06
"5993","Plumas",2007-05-01,"01","05",2007,0.03
"5994","Plumas",2007-06-01,"01","06",2007,0
"5995","Plumas",2007-07-01,"01","07",2007,0
"5996","Plumas",2007-08-01,"01","08",2007,0
"5997","Plumas",2007-09-01,"01","09",2007,0.03
"5998","Plumas",2008-01-01,"01","01",2008,0.06
"5999","Plumas",2008-02-01,"01","02",2008,0.03
"6000","Plumas",2008-03-01,"01","03",2008,0
"6001","Riverside",2002-01-01,"01","01",2002,54
"6002","Riverside",2002-10-01,"01","10",2002,76
"6003","Riverside",2002-11-01,"01","11",2002,66
"6004","Riverside",2002-12-01,"01","12",2002,62
"6005","Riverside",2002-02-01,"01","02",2002,62
"6006","Riverside",2002-03-01,"01","03",2002,65
"6007","Riverside",2002-04-01,"01","04",2002,72
"6008","Riverside",2002-05-01,"01","05",2002,77
"6009","Riverside",2002-06-01,"01","06",2002,74
"6010","Riverside",2002-07-01,"01","07",2002,76
"6011","Riverside",2002-08-01,"01","08",2002,66
"6012","Riverside",2002-09-01,"01","09",2002,77
"6013","Riverside",2003-01-01,"01","01",2003,64
"6014","Riverside",2003-10-01,"01","10",2003,86
"6015","Riverside",2003-11-01,"01","11",2003,88
"6016","Riverside",2003-12-01,"01","12",2003,78
"6017","Riverside",2003-02-01,"01","02",2003,72
"6018","Riverside",2003-03-01,"01","03",2003,75
"6019","Riverside",2003-04-01,"01","04",2003,81
"6020","Riverside",2003-05-01,"01","05",2003,83
"6021","Riverside",2003-06-01,"01","06",2003,92
"6022","Riverside",2003-07-01,"01","07",2003,93
"6023","Riverside",2003-08-01,"01","08",2003,95
"6024","Riverside",2003-09-01,"01","09",2003,90
"6025","Riverside",2004-01-01,"01","01",2004,78
"6026","Riverside",2004-10-01,"01","10",2004,71
"6027","Riverside",2004-11-01,"01","11",2004,67
"6028","Riverside",2004-12-01,"01","12",2004,66
"6029","Riverside",2004-02-01,"01","02",2004,92
"6030","Riverside",2004-03-01,"01","03",2004,82
"6031","Riverside",2004-04-01,"01","04",2004,76
"6032","Riverside",2004-05-01,"01","05",2004,72
"6033","Riverside",2004-06-01,"01","06",2004,67
"6034","Riverside",2004-07-01,"01","07",2004,64
"6035","Riverside",2004-08-01,"01","08",2004,57
"6036","Riverside",2004-09-01,"01","09",2004,66
"6037","Riverside",2005-01-01,"01","01",2005,59
"6038","Riverside",2005-10-01,"01","10",2005,77
"6039","Riverside",2005-11-01,"01","11",2005,71
"6040","Riverside",2005-12-01,"01","12",2005,65
"6041","Riverside",2005-02-01,"01","02",2005,61
"6042","Riverside",2005-03-01,"01","03",2005,71
"6043","Riverside",2005-04-01,"01","04",2005,72
"6044","Riverside",2005-05-01,"01","05",2005,82
"6045","Riverside",2005-06-01,"01","06",2005,65
"6046","Riverside",2005-07-01,"01","07",2005,83
"6047","Riverside",2005-08-01,"01","08",2005,84
"6048","Riverside",2005-09-01,"01","09",2005,80
"6049","Riverside",2006-01-01,"01","01",2006,60
"6050","Riverside",2006-10-01,"01","10",2006,67
"6051","Riverside",2006-11-01,"01","11",2006,69
"6052","Riverside",2006-12-01,"01","12",2006,60
"6053","Riverside",2006-02-01,"01","02",2006,57
"6054","Riverside",2006-03-01,"01","03",2006,65
"6055","Riverside",2006-04-01,"01","04",2006,66
"6056","Riverside",2006-05-01,"01","05",2006,68
"6057","Riverside",2006-06-01,"01","06",2006,73
"6058","Riverside",2006-07-01,"01","07",2006,78
"6059","Riverside",2006-08-01,"01","08",2006,65
"6060","Riverside",2006-09-01,"01","09",2006,59
"6061","Riverside",2007-01-01,"01","01",2007,55
"6062","Riverside",2007-10-01,"01","10",2007,37
"6063","Riverside",2007-11-01,"01","11",2007,40
"6064","Riverside",2007-12-01,"01","12",2007,40
"6065","Riverside",2007-02-01,"01","02",2007,56
"6066","Riverside",2007-03-01,"01","03",2007,51
"6067","Riverside",2007-04-01,"01","04",2007,52
"6068","Riverside",2007-05-01,"01","05",2007,52
"6069","Riverside",2007-06-01,"01","06",2007,50
"6070","Riverside",2007-07-01,"01","07",2007,49
"6071","Riverside",2007-08-01,"01","08",2007,43.7
"6072","Riverside",2007-09-01,"01","09",2007,43
"6073","Riverside",2008-01-01,"01","01",2008,39
"6074","Riverside",2008-10-01,"01","10",2008,33
"6075","Riverside",2008-11-01,"01","11",2008,31
"6076","Riverside",2008-12-01,"01","12",2008,33
"6077","Riverside",2008-02-01,"01","02",2008,34
"6078","Riverside",2008-03-01,"01","03",2008,36
"6079","Riverside",2008-04-01,"01","04",2008,34
"6080","Riverside",2008-05-01,"01","05",2008,37
"6081","Riverside",2008-06-01,"01","06",2008,44
"6082","Riverside",2008-07-01,"01","07",2008,122
"6083","Riverside",2008-08-01,"01","08",2008,82
"6084","Riverside",2008-09-01,"01","09",2008,30
"6085","Riverside",2009-01-01,"01","01",2009,31
"6086","Riverside",2009-10-01,"01","10",2009,32.8
"6087","Riverside",2009-11-01,"01","11",2009,32.6
"6088","Riverside",2009-12-01,"01","12",2009,17.4
"6089","Riverside",2009-02-01,"01","02",2009,39
"6090","Riverside",2009-03-01,"01","03",2009,31.6
"6091","Riverside",2009-04-01,"01","04",2009,30.2
"6092","Riverside",2009-05-01,"01","05",2009,34.9
"6093","Riverside",2009-06-01,"01","06",2009,30.6
"6094","Riverside",2009-07-01,"01","07",2009,32.6
"6095","Riverside",2009-08-01,"01","08",2009,21.9
"6096","Riverside",2009-09-01,"01","09",2009,36.6
"6097","Riverside",2010-01-01,"01","01",2010,33.3
"6098","Riverside",2010-10-01,"01","10",2010,39.5
"6099","Riverside",2010-11-01,"01","11",2010,35.2
"6100","Riverside",2010-12-01,"01","12",2010,31.5
"6101","Riverside",2010-02-01,"01","02",2010,35.9
"6102","Riverside",2010-03-01,"01","03",2010,37.8
"6103","Riverside",2010-04-01,"01","04",2010,65.6
"6104","Riverside",2010-05-01,"01","05",2010,44.5
"6105","Riverside",2010-06-01,"01","06",2010,51.4
"6106","Riverside",2010-07-01,"01","07",2010,48.1
"6107","Riverside",2010-08-01,"01","08",2010,35.3
"6108","Riverside",2010-09-01,"01","09",2010,38.7
"6109","Riverside",2011-01-01,"01","01",2011,35.8
"6110","Riverside",2011-10-01,"01","10",2011,37.3
"6111","Riverside",2011-11-01,"01","11",2011,34.5
"6112","Riverside",2011-12-01,"01","12",2011,32.1
"6113","Riverside",2011-02-01,"01","02",2011,35.6
"6114","Riverside",2011-03-01,"01","03",2011,35.6
"6115","Riverside",2011-04-01,"01","04",2011,33.3
"6116","Riverside",2011-05-01,"01","05",2011,33.6
"6117","Riverside",2011-06-01,"01","06",2011,30.8
"6118","Riverside",2011-07-01,"01","07",2011,34.4
"6119","Riverside",2011-08-01,"01","08",2011,41.3
"6120","Riverside",2011-09-01,"01","09",2011,34.8
"6121","Riverside",2012-01-01,"01","01",2012,29
"6122","Riverside",2012-10-01,"01","10",2012,38.7
"6123","Riverside",2012-11-01,"01","11",2012,33.9
"6124","Riverside",2012-12-01,"01","12",2012,35.5
"6125","Riverside",2012-02-01,"01","02",2012,32.1
"6126","Riverside",2012-03-01,"01","03",2012,30.6
"6127","Riverside",2012-04-01,"01","04",2012,29.7
"6128","Riverside",2012-05-01,"01","05",2012,36.8
"6129","Riverside",2012-06-01,"01","06",2012,34.3
"6130","Riverside",2012-07-01,"01","07",2012,29.6
"6131","Riverside",2012-08-01,"01","08",2012,35.8
"6132","Riverside",2012-09-01,"01","09",2012,43.1
"6133","Riverside",2013-01-01,"01","01",2013,36.3
"6134","Riverside",2013-10-01,"01","10",2013,26.1
"6135","Riverside",2013-11-01,"01","11",2013,27
"6136","Riverside",2013-12-01,"01","12",2013,24.9
"6137","Riverside",2013-02-01,"01","02",2013,40.1
"6138","Riverside",2013-03-01,"01","03",2013,42.2
"6139","Riverside",2013-04-01,"01","04",2013,45.1
"6140","Riverside",2013-05-01,"01","05",2013,44.7
"6141","Riverside",2013-06-01,"01","06",2013,43.5
"6142","Riverside",2013-07-01,"01","07",2013,34.7
"6143","Riverside",2013-08-01,"01","08",2013,29.4
"6144","Riverside",2013-09-01,"01","09",2013,27.3
"6145","Riverside",2014-01-01,"01","01",2014,27.9
"6146","Riverside",2014-10-01,"01","10",2014,28.6
"6147","Riverside",2014-11-01,"01","11",2014,28.5
"6148","Riverside",2014-12-01,"01","12",2014,24.7
"6149","Riverside",2014-02-01,"01","02",2014,31.7
"6150","Riverside",2014-03-01,"01","03",2014,33.2
"6151","Riverside",2014-04-01,"01","04",2014,26.9
"6152","Riverside",2014-05-01,"01","05",2014,26.4
"6153","Riverside",2014-06-01,"01","06",2014,31.8
"6154","Riverside",2014-07-01,"01","07",2014,29.35
"6155","Riverside",2014-08-01,"01","08",2014,27.6
"6156","Riverside",2014-09-01,"01","09",2014,26.3
"6157","Riverside",2015-01-01,"01","01",2015,28.7
"6158","Riverside",2015-10-01,"01","10",2015,21.8
"6159","Riverside",2015-11-01,"01","11",2015,24.8
"6160","Riverside",2015-12-01,"01","12",2015,28.6
"6161","Riverside",2015-02-01,"01","02",2015,31.4
"6162","Riverside",2015-03-01,"01","03",2015,31.3
"6163","Riverside",2015-04-01,"01","04",2015,32
"6164","Riverside",2015-05-01,"01","05",2015,33.1
"6165","Riverside",2015-06-01,"01","06",2015,30.6
"6166","Riverside",2015-07-01,"01","07",2015,28.4
"6167","Riverside",2015-08-01,"01","08",2015,26
"6168","Riverside",2015-09-01,"01","09",2015,20.3
"6169","Riverside",2016-01-01,"01","01",2016,23.8
"6170","Riverside",2016-10-01,"01","10",2016,27.4
"6171","Riverside",2016-11-01,"01","11",2016,26
"6172","Riverside",2016-12-01,"01","12",2016,25.4
"6173","Riverside",2016-02-01,"01","02",2016,22
"6174","Riverside",2016-03-01,"01","03",2016,21
"6175","Riverside",2016-04-01,"01","04",2016,26.7
"6176","Riverside",2016-05-01,"01","05",2016,36.1
"6177","Riverside",2016-06-01,"01","06",2016,27.4
"6178","Riverside",2016-07-01,"01","07",2016,24.4
"6179","Riverside",2016-08-01,"01","08",2016,24.3
"6180","Riverside",2016-09-01,"01","09",2016,24.8
"6181","Riverside",2017-01-01,"01","01",2017,30.3
"6182","Riverside",2017-10-01,"01","10",2017,23.9
"6183","Riverside",2017-11-01,"01","11",2017,21.8
"6184","Riverside",2017-12-01,"01","12",2017,20.5
"6185","Riverside",2017-02-01,"01","02",2017,29.9
"6186","Riverside",2017-03-01,"01","03",2017,32.8
"6187","Riverside",2017-04-01,"01","04",2017,30
"6188","Riverside",2017-05-01,"01","05",2017,28.1
"6189","Riverside",2017-06-01,"01","06",2017,27.2
"6190","Riverside",2017-07-01,"01","07",2017,29.8
"6191","Riverside",2017-08-01,"01","08",2017,28.2
"6192","Riverside",2017-09-01,"01","09",2017,25.8
"6193","Riverside",2018-01-01,"01","01",2018,20.2
"6194","Riverside",2018-10-01,"01","10",2018,16.1
"6195","Riverside",2018-11-01,"01","11",2018,15.8
"6196","Riverside",2018-12-01,"01","12",2018,14.8
"6197","Riverside",2018-02-01,"01","02",2018,17.7
"6198","Riverside",2018-03-01,"01","03",2018,18.8
"6199","Riverside",2018-04-01,"01","04",2018,23
"6200","Riverside",2018-05-01,"01","05",2018,21.7
"6201","Riverside",2018-06-01,"01","06",2018,19.1
"6202","Riverside",2018-07-01,"01","07",2018,18.5
"6203","Riverside",2018-08-01,"01","08",2018,15.5
"6204","Riverside",2018-09-01,"01","09",2018,20.1
"6205","Riverside",2019-01-01,"01","01",2019,16.5
"6206","Riverside",2019-10-01,"01","10",2019,22.4
"6207","Riverside",2019-11-01,"01","11",2019,23.7
"6208","Riverside",2019-12-01,"01","12",2019,26.3
"6209","Riverside",2019-02-01,"01","02",2019,12.1
"6210","Riverside",2019-03-01,"01","03",2019,17.3
"6211","Riverside",2019-04-01,"01","04",2019,24.5
"6212","Riverside",2019-05-01,"01","05",2019,19.1
"6213","Riverside",2019-06-01,"01","06",2019,15.7
"6214","Riverside",2019-07-01,"01","07",2019,16.4
"6215","Riverside",2019-08-01,"01","08",2019,17.3
"6216","Riverside",2019-09-01,"01","09",2019,23.4
"6217","Riverside",2020-01-01,"01","01",2020,22.5
"6218","Riverside",2020-10-01,"01","10",2020,13.1
"6219","Riverside",2020-11-01,"01","11",2020,14
"6220","Riverside",2020-12-01,"01","12",2020,17.4
"6221","Riverside",2020-02-01,"01","02",2020,24.8
"6222","Riverside",2020-03-01,"01","03",2020,21.5
"6223","Riverside",2020-04-01,"01","04",2020,17.9
"6224","Riverside",2020-05-01,"01","05",2020,17.7
"6225","Riverside",2020-06-01,"01","06",2020,15.7
"6226","Riverside",2020-07-01,"01","07",2020,12.3
"6227","Riverside",2020-08-01,"01","08",2020,14.9
"6228","Riverside",2020-09-01,"01","09",2020,17.7
"6229","Riverside",2021-01-01,"01","01",2021,18.8
"6230","Riverside",2021-02-01,"01","02",2021,20.4
"6231","Riverside",2021-03-01,"01","03",2021,20.1
"6232","Sacramento",2002-01-01,"01","01",2002,73
"6233","Sacramento",2002-10-01,"01","10",2002,69.95
"6234","Sacramento",2002-11-01,"01","11",2002,84.5
"6235","Sacramento",2002-12-01,"01","12",2002,75.9
"6236","Sacramento",2002-02-01,"01","02",2002,77.46
"6237","Sacramento",2002-03-01,"01","03",2002,73.22
"6238","Sacramento",2002-04-01,"01","04",2002,81.53
"6239","Sacramento",2002-05-01,"01","05",2002,79.03
"6240","Sacramento",2002-06-01,"01","06",2002,80.16
"6241","Sacramento",2002-07-01,"01","07",2002,67.61
"6242","Sacramento",2002-08-01,"01","08",2002,68
"6243","Sacramento",2002-09-01,"01","09",2002,66.5
"6244","Sacramento",2003-01-01,"01","01",2003,78.4
"6245","Sacramento",2003-10-01,"01","10",2003,78.8
"6246","Sacramento",2003-11-01,"01","11",2003,79.9
"6247","Sacramento",2003-12-01,"01","12",2003,73.3
"6248","Sacramento",2003-02-01,"01","02",2003,83.1
"6249","Sacramento",2003-03-01,"01","03",2003,82.8
"6250","Sacramento",2003-04-01,"01","04",2003,71.2
"6251","Sacramento",2003-05-01,"01","05",2003,75.7
"6252","Sacramento",2003-06-01,"01","06",2003,73.6
"6253","Sacramento",2003-07-01,"01","07",2003,71.6
"6254","Sacramento",2003-08-01,"01","08",2003,72.5
"6255","Sacramento",2003-09-01,"01","09",2003,70.9
"6256","Sacramento",2004-01-01,"01","01",2004,68.7
"6257","Sacramento",2004-10-01,"01","10",2004,67.6
"6258","Sacramento",2004-11-01,"01","11",2004,73
"6259","Sacramento",2004-12-01,"01","12",2004,73
"6260","Sacramento",2004-02-01,"01","02",2004,68.8
"6261","Sacramento",2004-03-01,"01","03",2004,90.3
"6262","Sacramento",2004-04-01,"01","04",2004,78.4
"6263","Sacramento",2004-05-01,"01","05",2004,79.2
"6264","Sacramento",2004-06-01,"01","06",2004,88.6
"6265","Sacramento",2004-07-01,"01","07",2004,86.8
"6266","Sacramento",2004-08-01,"01","08",2004,81
"6267","Sacramento",2004-09-01,"01","09",2004,70.6
"6268","Sacramento",2005-01-01,"01","01",2005,70
"6269","Sacramento",2005-10-01,"01","10",2005,85
"6270","Sacramento",2005-11-01,"01","11",2005,82
"6271","Sacramento",2005-12-01,"01","12",2005,81
"6272","Sacramento",2005-02-01,"01","02",2005,62
"6273","Sacramento",2005-03-01,"01","03",2005,66
"6274","Sacramento",2005-04-01,"01","04",2005,74
"6275","Sacramento",2005-05-01,"01","05",2005,89
"6276","Sacramento",2005-06-01,"01","06",2005,84
"6277","Sacramento",2005-07-01,"01","07",2005,86
"6278","Sacramento",2005-08-01,"01","08",2005,81
"6279","Sacramento",2005-09-01,"01","09",2005,86
"6280","Sacramento",2006-01-01,"01","01",2006,88
"6281","Sacramento",2006-10-01,"01","10",2006,79
"6282","Sacramento",2006-11-01,"01","11",2006,70
"6283","Sacramento",2006-12-01,"01","12",2006,67
"6284","Sacramento",2006-02-01,"01","02",2006,79
"6285","Sacramento",2006-03-01,"01","03",2006,83
"6286","Sacramento",2006-04-01,"01","04",2006,66
"6287","Sacramento",2006-05-01,"01","05",2006,78
"6288","Sacramento",2006-06-01,"01","06",2006,67
"6289","Sacramento",2006-07-01,"01","07",2006,74
"6290","Sacramento",2006-08-01,"01","08",2006,77
"6291","Sacramento",2006-09-01,"01","09",2006,95
"6292","Sacramento",2007-01-01,"01","01",2007,92.59
"6293","Sacramento",2007-10-01,"01","10",2007,67.16
"6294","Sacramento",2007-11-01,"01","11",2007,56.16
"6295","Sacramento",2007-12-01,"01","12",2007,58.84
"6296","Sacramento",2007-02-01,"01","02",2007,65.22
"6297","Sacramento",2007-03-01,"01","03",2007,74.6
"6298","Sacramento",2007-04-01,"01","04",2007,71.04
"6299","Sacramento",2007-05-01,"01","05",2007,70.87
"6300","Sacramento",2007-06-01,"01","06",2007,68.7
"6301","Sacramento",2007-07-01,"01","07",2007,66.71
"6302","Sacramento",2007-08-01,"01","08",2007,83.09
"6303","Sacramento",2007-09-01,"01","09",2007,78.5
"6304","Sacramento",2008-01-01,"01","01",2008,58.68
"6305","Sacramento",2008-10-01,"01","10",2008,70.87
"6306","Sacramento",2008-11-01,"01","11",2008,59.17
"6307","Sacramento",2008-12-01,"01","12",2008,53.35
"6308","Sacramento",2008-02-01,"01","02",2008,82.1
"6309","Sacramento",2008-03-01,"01","03",2008,70.38
"6310","Sacramento",2008-04-01,"01","04",2008,69.76
"6311","Sacramento",2008-05-01,"01","05",2008,67.77
"6312","Sacramento",2008-06-01,"01","06",2008,70.4
"6313","Sacramento",2008-07-01,"01","07",2008,71.26
"6314","Sacramento",2008-08-01,"01","08",2008,65.29
"6315","Sacramento",2008-09-01,"01","09",2008,72.6
"6316","Sacramento",2009-01-01,"01","01",2009,39
"6317","Sacramento",2009-10-01,"01","10",2009,37
"6318","Sacramento",2009-11-01,"01","11",2009,32
"6319","Sacramento",2009-12-01,"01","12",2009,28
"6320","Sacramento",2009-02-01,"01","02",2009,33
"6321","Sacramento",2009-03-01,"01","03",2009,44.8
"6322","Sacramento",2009-04-01,"01","04",2009,48
"6323","Sacramento",2009-05-01,"01","05",2009,57
"6324","Sacramento",2009-06-01,"01","06",2009,61
"6325","Sacramento",2009-07-01,"01","07",2009,37
"6326","Sacramento",2009-08-01,"01","08",2009,40
"6327","Sacramento",2009-09-01,"01","09",2009,41
"6328","Sacramento",2010-01-01,"01","01",2010,30
"6329","Sacramento",2010-10-01,"01","10",2010,39
"6330","Sacramento",2010-11-01,"01","11",2010,40
"6331","Sacramento",2010-12-01,"01","12",2010,29
"6332","Sacramento",2010-02-01,"01","02",2010,34
"6333","Sacramento",2010-03-01,"01","03",2010,41
"6334","Sacramento",2010-04-01,"01","04",2010,28
"6335","Sacramento",2010-05-01,"01","05",2010,31
"6336","Sacramento",2010-06-01,"01","06",2010,36
"6337","Sacramento",2010-07-01,"01","07",2010,32
"6338","Sacramento",2010-08-01,"01","08",2010,24
"6339","Sacramento",2010-09-01,"01","09",2010,38
"6340","Sacramento",2011-01-01,"01","01",2011,32
"6341","Sacramento",2011-10-01,"01","10",2011,19
"6342","Sacramento",2011-11-01,"01","11",2011,16
"6343","Sacramento",2011-12-01,"01","12",2011,18
"6344","Sacramento",2011-02-01,"01","02",2011,33
"6345","Sacramento",2011-03-01,"01","03",2011,29
"6346","Sacramento",2011-04-01,"01","04",2011,31
"6347","Sacramento",2011-05-01,"01","05",2011,31
"6348","Sacramento",2011-06-01,"01","06",2011,27
"6349","Sacramento",2011-07-01,"01","07",2011,28
"6350","Sacramento",2011-08-01,"01","08",2011,24
"6351","Sacramento",2011-09-01,"01","09",2011,27
"6352","Sacramento",2012-01-01,"01","01",2012,23
"6353","Sacramento",2012-10-01,"01","10",2012,20
"6354","Sacramento",2012-11-01,"01","11",2012,19
"6355","Sacramento",2012-12-01,"01","12",2012,28
"6356","Sacramento",2012-02-01,"01","02",2012,20
"6357","Sacramento",2012-03-01,"01","03",2012,20
"6358","Sacramento",2012-04-01,"01","04",2012,18
"6359","Sacramento",2012-05-01,"01","05",2012,18
"6360","Sacramento",2012-06-01,"01","06",2012,17
"6361","Sacramento",2012-07-01,"01","07",2012,24
"6362","Sacramento",2012-08-01,"01","08",2012,22
"6363","Sacramento",2012-09-01,"01","09",2012,22
"6364","Sacramento",2013-01-01,"01","01",2013,27
"6365","Sacramento",2013-10-01,"01","10",2013,40
"6366","Sacramento",2013-11-01,"01","11",2013,32
"6367","Sacramento",2013-12-01,"01","12",2013,25
"6368","Sacramento",2013-02-01,"01","02",2013,25
"6369","Sacramento",2013-03-01,"01","03",2013,26
"6370","Sacramento",2013-04-01,"01","04",2013,22
"6371","Sacramento",2013-05-01,"01","05",2013,25
"6372","Sacramento",2013-06-01,"01","06",2013,29
"6373","Sacramento",2013-07-01,"01","07",2013,26
"6374","Sacramento",2013-08-01,"01","08",2013,31
"6375","Sacramento",2013-09-01,"01","09",2013,30
"6376","Sacramento",2014-01-01,"01","01",2014,33
"6377","Sacramento",2014-10-01,"01","10",2014,29
"6378","Sacramento",2014-11-01,"01","11",2014,32
"6379","Sacramento",2014-12-01,"01","12",2014,27
"6380","Sacramento",2014-02-01,"01","02",2014,29
"6381","Sacramento",2014-03-01,"01","03",2014,27
"6382","Sacramento",2014-04-01,"01","04",2014,28
"6383","Sacramento",2014-05-01,"01","05",2014,32
"6384","Sacramento",2014-06-01,"01","06",2014,35
"6385","Sacramento",2014-07-01,"01","07",2014,30
"6386","Sacramento",2014-08-01,"01","08",2014,29
"6387","Sacramento",2014-09-01,"01","09",2014,27
"6388","Sacramento",2015-01-01,"01","01",2015,30
"6389","Sacramento",2015-10-01,"01","10",2015,29
"6390","Sacramento",2015-11-01,"01","11",2015,30
"6391","Sacramento",2015-12-01,"01","12",2015,31
"6392","Sacramento",2015-02-01,"01","02",2015,28
"6393","Sacramento",2015-03-01,"01","03",2015,37
"6394","Sacramento",2015-04-01,"01","04",2015,42
"6395","Sacramento",2015-05-01,"01","05",2015,32
"6396","Sacramento",2015-06-01,"01","06",2015,32
"6397","Sacramento",2015-07-01,"01","07",2015,23
"6398","Sacramento",2015-08-01,"01","08",2015,34
"6399","Sacramento",2015-09-01,"01","09",2015,28
"6400","Sacramento",2016-01-01,"01","01",2016,27
"6401","Sacramento",2016-10-01,"01","10",2016,16
"6402","Sacramento",2016-11-01,"01","11",2016,15
"6403","Sacramento",2016-12-01,"01","12",2016,19
"6404","Sacramento",2016-02-01,"01","02",2016,25
"6405","Sacramento",2016-03-01,"01","03",2016,19
"6406","Sacramento",2016-04-01,"01","04",2016,27
"6407","Sacramento",2016-05-01,"01","05",2016,30
"6408","Sacramento",2016-06-01,"01","06",2016,22
"6409","Sacramento",2016-07-01,"01","07",2016,25
"6410","Sacramento",2016-08-01,"01","08",2016,14
"6411","Sacramento",2016-09-01,"01","09",2016,16
"6412","Sacramento",2017-01-01,"01","01",2017,17
"6413","Sacramento",2017-10-01,"01","10",2017,15
"6414","Sacramento",2017-11-01,"01","11",2017,16
"6415","Sacramento",2017-12-01,"01","12",2017,12
"6416","Sacramento",2017-02-01,"01","02",2017,16
"6417","Sacramento",2017-03-01,"01","03",2017,16
"6418","Sacramento",2017-04-01,"01","04",2017,17
"6419","Sacramento",2017-05-01,"01","05",2017,16
"6420","Sacramento",2017-06-01,"01","06",2017,13
"6421","Sacramento",2017-07-01,"01","07",2017,13
"6422","Sacramento",2017-08-01,"01","08",2017,16
"6423","Sacramento",2017-09-01,"01","09",2017,15
