county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Sonoma County,5262,5423,5505,5895,5949,6162,6279,6588,6862,6650,6504,6347,6358,6433,6544,6368,6480,6474,18010,130093
Stanislaus County,6694,6904,6938,7424,7798,7819,8074,8029,8327,8205,7848,7872,7734,7801,7601,7488,7574,7472,19049,156651
Sutter County,1084,1150,1148,1211,1227,1283,1333,1332,1427,1371,1285,1261,1307,1327,1260,1315,1301,1270,3196,26088
Tehama County,649,729,692,759,760,844,908,899,897,889,933,859,918,924,913,925,930,959,2026,17413
Trinity County,98,111,88,139,141,155,159,186,159,204,186,195,194,174,213,219,211,218,336,3386
Tulare County,6548,6321,6536,6725,7076,7243,7167,7529,7435,7139,6886,6780,6683,6796,6758,6660,6954,6934,17617,141787
Tuolumne County,440,489,490,520,565,537,608,596,681,665,673,711,682,710,717,741,740,785,1816,13166
Ventura County,10625,11004,11078,11682,12291,12422,12482,13019,13220,12624,12137,11646,11621,11523,11480,11156,11471,11485,29771,242737
Yolo County,2110,2167,2122,2260,2382,2443,2397,2499,2561,2453,2379,2353,2434,2334,2230,2297,2282,2321,14537,56561
Yuba County,989,971,977,1053,1081,1083,1105,1105,1122,1042,1046,1044,1065,1054,1041,1001,1022,1002,2766,21569
