county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Lassen County,311,324,373,321,339,377,382,409,410,474,500,440,476,431,432,454,461,439,1443,8796
Los Angeles County,146131,142179,145071,149246,154666,158300,156666,159597,161995,161471,159105,148478,144137,138482,137270,135218,133027,136751,421463,3089253
Madera County,1830,1870,1901,1942,1967,2031,1986,2095,2248,2144,2116,2076,2012,1980,2013,2052,2164,2178,5568,42173
Marin County,2661,2637,2651,2680,2729,2713,2719,2862,2953,3020,3037,2935,2846,2799,2756,2838,2663,2607,5821,55927
Mariposa County,140,136,154,173,155,156,198,188,207,268,245,239,234,226,257,247,241,250,603,4317
Mendocino County,973,1061,1008,1005,1100,1182,1098,1081,1247,1368,1318,1286,1385,1392,1352,1454,1375,1360,3401,25446
Merced County,3653,3614,3750,3688,4105,4077,4242,4202,4323,4462,4407,4116,4168,4080,4097,4191,4031,4013,10443,83662
Modoc County,106,94,96,103,128,141,115,121,120,132,167,137,137,162,135,182,174,162,257,2669
Mono County,155,134,139,156,148,150,155,177,171,186,184,179,156,194,191,166,159,170,513,3483
Monterey County,6330,6034,6125,6259,6561,6541,6653,6705,6700,6731,6648,6407,6200,6135,5952,6028,6073,6139,19177,133398
Napa County,1471,1480,1513,1505,1587,1634,1700,1661,1742,1763,1746,1760,1709,1804,1668,1742,1756,1802,4867,34910
Nevada County,826,824,821,906,959,1018,1105,1108,1234,1315,1349,1403,1370,1404,1437,1442,1446,1447,2960,24374
Orange County,43161,42094,42325,43700,44875,46237,46063,46301,46570,45840,44892,41925,40742,38969,38697,38882,38300,39466,117160,886199
Placer County,3087,2951,3156,3290,3575,3599,3716,3857,3892,3919,4153,3962,3963,3816,3931,4003,3694,3777,8681,75022
Plumas County,170,183,177,190,204,214,243,231,261,285,306,319,292,310,325,332,343,311,669,5365
Riverside County,23502,23804,24288,24915,26043,27193,27643,27519,28248,29163,29036,27964,26693,25922,25935,25594,24489,24309,68341,540601
Sacramento County,17471,17406,17388,17956,18998,19173,19554,19751,20287,20147,20224,19628,19029,18602,18620,18444,18033,18191,50698,389600
San Benito County,969,924,943,926,1002,992,1054,991,1026,981,1108,913,986,901,938,894,914,883,2236,19581
San Bernardino County,27722,27697,28504,29157,30570,31329,32259,32375,33545,34096,34288,32697,32166,30334,30028,29701,28627,29036,81087,635218
San Diego County,39831,39078,38896,39856,41383,41914,42484,42046,42598,43385,43425,41254,39963,38967,37792,38083,37278,37839,136856,862928
San Francisco County,7085,6373,5994,6237,5936,6233,6175,6195,6455,6297,6571,6286,6172,5927,5971,6163,6204,6437,23256,135967
San Joaquin County,8715,8768,9011,9212,9613,9769,10000,9940,10472,10432,10609,10083,9923,9973,9857,9879,9710,9847,27551,203364
San Luis Obispo County,2334,2362,2399,2559,2728,2783,2898,2790,3178,3252,3318,3304,3159,3213,3293,3168,3317,3519,16655,70229
San Mateo County,9578,9071,8870,8875,8962,9127,9065,9352,9538,9573,9494,9150,8625,8609,8443,8390,8554,8696,22885,184857
Santa Barbara County,5060,5103,5073,5265,5458,5541,5716,5863,5954,6188,6071,5736,5505,5436,5413,5211,5276,5590,25706,125165
Santa Clara County,24412,23801,23614,23695,23967,23893,23906,23928,24373,23951,24131,22925,22071,21605,21089,21493,21445,21942,65100,481341
Santa Cruz County,3048,3056,3082,3085,3245,3191,3229,3385,3535,3636,3773,3529,3515,3441,3432,3688,3385,3441,14492,75188
Shasta County,1773,1895,1859,2027,2081,2174,2226,2266,2326,2558,2745,2590,2629,2600,2785,2778,2673,2703,6850,49538
Sierra County,29,19,37,29,33,46,45,39,49,43,50,60,57,50,72,59,63,53,90,923
Siskiyou County,437,430,414,481,492,478,517,522,585,584,681,637,731,658,707,732,750,756,1628,12220
Solano County,5512,5632,5781,6001,6000,6213,6254,6509,6486,6648,6984,6673,6424,6335,6226,6406,6183,6122,16220,128609
Sonoma County,5305,5404,5475,5704,5772,5951,6068,6316,6566,6870,6941,6605,6491,6532,6677,6678,6486,6606,19083,131530
Stanislaus County,6854,6968,6957,7323,7666,7671,7950,7775,8191,8604,8474,8285,8037,8023,7802,7915,7666,7718,20618,160497
Sutter County,1095,1149,1138,1168,1181,1242,1293,1274,1393,1408,1357,1304,1331,1344,1269,1369,1285,1294,3391,26285
Tehama County,655,721,697,733,740,818,886,864,864,907,1000,884,930,931,915,972,929,968,2185,17599
Trinity County,99,102,83,133,133,143,147,175,150,200,186,195,193,172,214,218,203,214,359,3319
Tulare County,6644,6313,6459,6603,6848,7017,6942,7172,7251,7358,7363,6954,6850,6864,6853,6886,6885,7076,18562,142900
Tuolumne County,454,487,489,494,555,504,591,566,646,662,707,720,686,720,725,773,746,815,1933,13273
Ventura County,10741,11028,11035,11475,12029,12182,12249,12598,12962,13264,13058,12123,11966,11728,11672,11611,11426,11669,31243,246059
Yolo County,2144,2178,2112,2221,2344,2394,2352,2407,2514,2577,2558,2473,2543,2399,2291,2434,2303,2387,15481,58112
Yuba County,1004,957,958,1008,1048,1041,1064,1056,1081,1064,1087,1078,1099,1072,1058,1040,1023,1022,2921,21681
