county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Santa Barbara County,5571,4936,4951,4916,5153,5361,5450,5659,5786,5872,6208,6033,5753,5445,5469,5449,5335,5469,28792,127608
Santa Clara County,27424,23964,23131,22935,22998,23087,23157,23073,22918,23583,23357,23668,22512,21772,21295,20955,21642,21619,64619,477709
Santa Cruz County,3402,2988,2930,3002,2970,3159,3161,3172,3326,3497,3604,3743,3498,3463,3455,3450,3749,3433,15968,75970
Shasta County,1823,1807,1960,1892,2090,2141,2245,2319,2350,2406,2626,2787,2609,2692,2647,2842,2827,2697,6893,49653
Sierra County,18,31,28,33,33,30,50,41,37,42,43,50,56,52,62,70,62,65,98,901
Siskiyou County,420,426,432,389,468,501,485,514,536,596,587,670,657,714,679,690,741,725,1644,11874
Solano County,5756,5699,5697,5785,6017,6054,6194,6277,6535,6565,6756,7154,6739,6469,6376,6231,6424,6228,16758,129714
Sonoma County,5661,5337,5439,5484,5718,5771,5956,6120,6352,6614,6923,6965,6673,6594,6641,6773,6771,6613,18960,131365
Stanislaus County,7322,7136,7261,7180,7558,7886,7851,8203,7929,8324,8865,8648,8464,8267,8191,7982,8048,7910,20958,163983
Sutter County,1147,1125,1153,1132,1157,1177,1228,1288,1247,1415,1422,1381,1301,1337,1357,1294,1379,1323,3369,26232
Tehama County,689,669,730,722,742,756,857,887,904,871,933,1019,907,958,948,948,957,935,2225,17657
Trinity County,107,82,104,103,129,130,147,156,164,136,204,192,197,166,170,207,218,200,394,3206
Tulare County,7243,6610,6321,6430,6642,6827,7015,6948,7178,7308,7462,7484,6967,6924,6869,6962,6939,7001,18760,143890
Tuolumne County,423,469,496,507,506,563,527,600,599,666,680,744,733,712,716,767,796,777,2045,13326
Ventura County,11413,10888,11021,11064,11435,12071,12234,12286,12595,13001,13413,13234,12289,12171,11827,11853,11828,11669,31798,248090
Yolo County,2242,2202,2175,2196,2264,2350,2413,2376,2412,2525,2646,2573,2484,2593,2494,2331,2492,2425,17010,60203
Yuba County,1086,1018,923,966,1015,1033,1056,1058,1043,1098,1063,1084,1052,1115,1118,1051,1050,1021,2975,21825
