county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
San Luis Obispo County,2948,3051,3245,3110,3057,2922,2902,2824,2797,2864,2905,2965,2823,2733,2583,2472,2551,2511,11968,63231
San Mateo County,10774,10796,10899,10144,9334,8912,8437,8366,7936,7961,8288,8348,7988,7929,7423,7275,7497,7139,20058,175504
Santa Barbara County,6190,6381,6444,6137,5705,5409,5298,5238,4940,5035,5114,5040,4750,4751,4520,4385,4525,4390,21711,115963
Santa Clara County,26685,27210,27299,25695,23707,22529,21451,20983,20033,19967,20825,20667,20022,19916,18833,18506,18800,18030,58107,449265
Santa Cruz County,3704,3768,3912,3704,3441,3390,3213,3188,3079,3028,3210,3143,3085,3110,2942,2878,2894,2784,11321,69794
Shasta County,2348,2516,2638,2718,2569,2519,2519,2466,2346,2454,2602,2633,2559,2494,2417,2332,2296,2052,4975,49453
Sierra County,29,34,60,50,52,54,53,62,45,52,57,59,42,46,47,45,47,39,62,935
Siskiyou County,536,606,638,691,646,637,643,641,655,648,747,710,769,695,698,642,654,558,1254,13068
Solano County,6534,6752,7121,7017,6720,6447,6257,6186,5809,5888,6148,6058,5870,5747,5344,5135,5057,4546,12982,121618
Sonoma County,6107,6421,6765,6680,6261,6059,5937,5872,5790,5763,5928,5929,5685,5684,5260,5075,5098,4643,13679,118636
Stanislaus County,7744,8118,8496,8262,7720,7410,7269,7063,6848,7069,7261,7223,6885,6865,6407,6094,5981,5382,14384,142481
Sutter County,1214,1296,1385,1332,1237,1243,1173,1163,1094,1161,1186,1171,1162,1129,1082,1055,1053,942,2403,23481
Tehama County,760,878,900,874,828,829,852,803,786,826,887,902,892,885,794,767,747,698,1496,16404
Trinity County,149,166,177,200,202,168,188,208,197,204,221,223,208,210,198,201,206,166,287,3779
Tulare County,7180,7231,7569,7279,6860,6709,6510,6503,6335,6390,6613,6628,6417,6298,5935,5755,5699,5210,13662,130783
Tuolumne County,558,632,681,663,650,621,681,657,637,651,730,744,710,711,669,637,613,542,1411,13198
Ventura County,12361,12600,13106,12407,11923,11260,10888,10865,10486,10601,11039,10935,10696,10579,10069,9847,9826,9271,26149,224908
Yolo County,2380,2472,2539,2414,2313,2259,2147,2125,2018,2023,2106,2070,2019,1999,1861,1777,1770,1693,11381,49366
Yuba County,1302,1354,1420,1377,1275,1223,1184,1116,1090,1062,1085,1079,1019,1027,963,867,884,767,2388,22482
