county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Santa Cruz County,3034,3172,2905,3074,2946,2770,2901,3036,2693,2723,3046,2947,3183,3114,3114,3307,3438,3642,17925,72970
Shasta County,2182,2113,1988,2071,2132,1913,2118,2190,2098,2260,2325,2328,2329,2454,2555,2528,2568,2737,7483,48372
Sierra County,37,21,41,20,39,22,22,23,24,32,32,38,37,40,47,37,40,37,76,665
Siskiyou County,509,528,453,446,453,432,471,452,514,473,544,544,534,576,555,550,638,614,1615,10901
Solano County,5453,5424,5367,5481,5350,5481,5530,5365,5314,5360,5610,5937,5913,6201,5972,6306,6531,6548,17764,120907
Sonoma County,5437,5545,5452,5802,5822,5578,5529,5825,5387,5640,5762,5913,5992,6246,6224,6472,6696,7002,20191,126515
Stanislaus County,8574,8089,7784,8188,8183,8200,7817,7898,7721,7553,7938,8227,8630,8696,8625,8472,8969,9401,23669,172634
Sutter County,1503,1482,1384,1536,1485,1491,1281,1386,1299,1410,1380,1432,1437,1511,1509,1422,1607,1620,4003,30178
Tehama County,887,814,914,932,859,783,796,904,840,849,866,906,914,951,1016,1019,964,1046,2467,18727
Trinity County,113,135,128,107,139,128,118,126,123,109,135,174,177,161,179,171,173,242,362,3000
Tulare County,8519,8125,7877,8198,7877,7823,7506,7573,7181,6971,7612,7847,7615,7981,7922,7910,8003,8272,20758,161570
Tuolumne County,498,515,439,542,477,454,469,517,596,501,552,597,639,592,685,648,741,741,1934,12137
Ventura County,11184,11316,11252,11087,11207,11033,10866,11331,10636,10948,11628,11938,12509,12649,12620,13009,13532,14000,35521,248266
Yolo County,2450,2568,2486,2552,2578,2434,2315,2316,2228,2302,2455,2539,2579,2676,2646,2645,2673,2926,18070,63438
Yuba County,1268,1389,1271,1257,1189,1232,1048,1150,1078,1081,1194,1095,1112,1185,1179,1134,1145,1148,3213,24368
