county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Kings County,2320,2221,2266,2275,2109,2051,2099,2118,2081,2158,2287,2290,2299,2273,2163,2110,2080,2145,6816,46161
Lake County,694,652,692,657,675,666,719,756,800,833,849,940,992,990,968,943,899,964,2049,16738
Lassen County,338,280,277,327,344,383,352,341,385,405,417,422,476,502,433,455,424,420,1401,8382
Los Angeles County,147047,144176,148063,138905,135577,138047,141741,147320,151275,150835,158637,160422,160351,157949,148126,144883,141705,141394,407221,3063674
Madera County,2260,2155,2140,1917,2001,2019,2047,2042,2136,2100,2197,2359,2248,2345,2203,2152,2177,2164,5904,44566
Marin County,2800,2788,2748,2606,2534,2651,2623,2771,2702,2753,2873,2930,3010,3012,2906,2872,2792,2757,6447,56575
Mariposa County,144,159,145,137,141,154,167,174,182,239,212,231,268,263,279,277,238,273,650,4333
Mendocino County,1127,1015,1061,1003,1040,999,1033,1106,1195,1120,1148,1280,1380,1365,1248,1429,1453,1404,3433,24839
Merced County,4223,4064,4148,3941,3884,4030,3902,4340,4271,4487,4575,4622,4730,4808,4478,4398,4395,4323,11866,89485
Modoc County,101,80,78,118,101,101,104,128,135,145,130,129,128,164,151,156,158,139,339,2585
Mono County,150,194,113,162,121,152,158,159,142,187,158,178,192,207,175,182,204,218,514,3566
Monterey County,6986,6824,6560,5882,5713,5715,5743,5971,6123,6286,6612,6588,6680,6413,6281,6226,6375,6288,19811,133077
Napa County,1628,1602,1664,1498,1556,1659,1635,1677,1750,1785,1760,1883,1867,1910,1854,1796,1900,1761,5153,36338
Nevada County,906,817,797,909,899,928,1017,1063,1133,1188,1240,1303,1405,1459,1482,1439,1440,1480,3197,24102
Orange County,43720,42859,44212,41376,40331,40813,42106,43483,44503,44526,46271,46385,45958,44853,41790,41413,39927,40370,114409,889305
Placer County,3544,3612,3670,3863,3747,3856,4052,4319,4309,4355,4491,4534,4546,4711,4413,4463,4290,4333,10128,85236
Plumas County,210,135,162,210,201,213,200,221,249,270,240,277,305,303,330,305,325,323,800,5279
Riverside County,27337,26979,27518,27220,27264,27252,27495,28659,30181,31127,31356,31962,32826,32374,30858,29578,28690,28702,75404,602782
Sacramento County,19251,19235,19131,18882,18686,18425,18889,19899,20188,20392,21165,21546,21389,21470,20659,20097,19716,19798,51480,410298
San Benito County,875,952,896,971,932,888,897,968,955,1075,1025,1024,1012,1060,925,979,897,907,2291,19529
San Bernardino County,29814,29239,29765,29194,29455,29621,30213,31869,32816,33857,34629,35708,36201,36299,34222,33863,32091,31621,85358,665835
San Diego County,42884,40892,40653,37428,37080,37058,37899,39835,40332,41598,42544,43134,43998,43680,41555,40600,40010,39144,133549,863873
San Francisco County,8249,7243,7143,5650,5325,5039,5426,5280,5461,5618,5822,6145,6025,6272,6094,6184,5965,6089,21405,130435
San Joaquin County,10080,10259,10454,9799,9905,10006,9960,10232,10668,10868,11079,11448,11532,11550,10946,10828,10974,10713,28976,220277
San Luis Obispo County,2518,2266,2366,2347,2383,2435,2677,2819,2862,2983,2914,3303,3307,3425,3296,3272,3349,3591,19527,71640
San Mateo County,9990,9617,9570,8590,8202,7984,7954,8214,8384,8344,8874,8958,9076,9026,8682,8342,8447,8486,21852,178592
Santa Barbara County,5454,5313,5335,4710,4801,4733,4939,5215,5284,5595,5876,5895,6062,5884,5753,5528,5707,5723,30839,128646
Santa Clara County,26186,25588,25832,22567,21725,21464,21466,21637,21626,21715,22220,22921,22636,22845,21775,21331,21263,21088,62558,468443
Santa Cruz County,3076,3164,3209,2798,2697,2785,2799,3019,3023,3034,3257,3424,3525,3623,3435,3453,3494,3484,17813,75112
Shasta County,1913,1997,1974,1887,2123,2022,2228,2331,2407,2423,2494,2543,2722,2897,2756,2778,2766,2872,7084,50217
Sierra County,38,25,29,30,27,35,31,31,53,39,39,60,44,42,54,50,49,73,114,863
Siskiyou County,439,414,416,451,451,425,484,502,524,531,565,622,611,704,672,687,691,684,1693,11566
Solano County,5650,5709,5699,5666,5524,5593,5828,5842,6070,6168,6557,6632,6777,7140,6557,6510,6413,6338,16939,127612
Sonoma County,5703,5577,5577,5323,5493,5402,5645,5771,5962,6133,6468,6633,6941,7066,6778,6618,6715,6841,18893,129539
Stanislaus County,7954,7723,7687,7671,7614,7466,7795,8145,8226,8468,8525,8725,9324,9006,8692,8490,8528,8394,21556,169989
Sutter County,1314,1233,1219,1262,1184,1176,1228,1284,1326,1404,1341,1513,1478,1446,1386,1391,1408,1397,3593,27583
Tehama County,733,712,742,751,742,726,820,791,886,938,952,918,994,1036,939,1000,957,944,2262,17843
Trinity County,113,115,109,92,128,116,137,152,158,153,181,170,215,181,215,173,186,232,439,3265
Tulare County,7521,7249,7376,6742,6456,6536,6746,6871,7160,7207,7566,7670,7696,7684,7170,7122,7156,7247,18959,148134
Tuolumne County,480,440,458,508,525,523,556,627,565,609,630,712,729,789,780,715,748,772,2079,13245
Ventura County,11405,11244,11544,10922,11063,11110,11393,12151,12308,12342,12971,13360,13708,13507,12585,12448,12260,12420,32657,251398
Yolo County,2390,2403,2256,2228,2231,2193,2278,2378,2438,2418,2537,2631,2700,2628,2555,2664,2516,2465,17829,61738
Yuba County,1183,1021,1093,963,958,1007,949,1076,1062,1057,1096,1102,1075,1102,1089,1092,1106,1070,2925,22026
