county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
San Mateo County,11378,10434,9606,9150,8791,8615,8367,8103,7782,8156,8010,7904,7406,7174,7127,7022,7327,7196,22225,171773
Santa Barbara County,6685,6236,5738,5548,5401,5261,5244,5076,4877,5178,4960,4771,4368,4289,4309,4150,4348,4320,23352,114111
Santa Clara County,28136,26089,23801,23029,22205,21761,21241,20348,19741,20584,20159,19615,18535,18120,18251,17865,18488,18244,64342,440554
Santa Cruz County,4024,3679,3437,3368,3273,3389,3239,3129,3060,3129,3103,2990,2849,2826,2823,2653,2773,2782,12116,68642
Shasta County,2613,2550,2396,2481,2487,2503,2556,2458,2355,2581,2538,2537,2406,2267,2284,2180,2205,2035,5274,48706
Sierra County,31,39,53,47,58,57,55,66,44,63,63,59,38,42,40,41,43,41,70,950
Siskiyou County,590,634,615,652,646,666,687,666,680,734,769,724,745,662,699,624,639,551,1335,13318
Solano County,7084,6806,6500,6328,6356,6262,6228,6022,5747,6145,5978,5783,5514,5178,5088,4832,4817,4455,13987,119110
Sonoma County,6623,6340,5986,6026,6027,5989,5950,5762,5740,5982,5739,5652,5294,5119,4928,4690,4826,4536,14368,115577
Stanislaus County,8208,7786,7419,7353,7199,7172,7138,6840,6738,7260,7015,6789,6281,6117,6042,5616,5603,5146,14950,136672
Sutter County,1264,1236,1203,1172,1150,1196,1141,1112,1038,1159,1132,1090,1047,986,1018,967,985,913,2489,22298
Tehama County,805,853,794,781,797,807,838,777,783,867,863,885,845,810,757,710,705,685,1546,15908
Trinity County,172,183,182,182,202,165,197,212,205,213,230,217,198,201,187,189,206,162,308,3811
Tulare County,7274,6664,6419,6366,6300,6363,6353,6190,6252,6555,6397,6297,5872,5666,5595,5302,5290,4917,13890,123962
Tuolumne County,612,631,605,599,621,640,695,672,635,688,729,725,685,655,643,585,582,518,1453,12973
Ventura County,13237,12065,11417,11021,11204,10853,10725,10478,10336,10937,10746,10499,10000,9705,9768,9448,9571,9321,28905,220236
Yolo County,2530,2393,2248,2159,2174,2192,2136,2069,1969,2065,2031,1948,1827,1788,1784,1640,1672,1654,12414,48693
Yuba County,1404,1376,1304,1254,1211,1202,1189,1087,1079,1106,1053,1015,925,917,906,800,830,738,2538,21934
