county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Marin County,3212,3343,3194,2887,2795,2693,2590,2580,2420,2556,2665,2513,2461,2321,2274,2359,2293,2299,5617,53072
Mariposa County,203,208,202,217,186,199,210,225,212,213,227,223,226,200,181,170,189,166,415,4072
Mendocino County,1217,1309,1334,1245,1272,1296,1270,1253,1247,1333,1310,1309,1365,1264,1223,1177,1088,1108,2488,25108
Merced County,4326,4476,4271,3936,3993,3941,3892,3755,3564,3826,3731,3546,3473,3314,3238,3218,2973,2884,7774,74131
Modoc County,135,135,134,133,145,165,155,152,142,157,184,167,160,156,144,167,137,147,246,2961
Mono County,181,184,175,163,158,160,146,147,145,154,141,131,137,102,117,111,107,115,315,2889
Monterey County,7717,7702,7296,6687,6448,6239,6123,5862,5344,5866,5790,5570,5483,5210,4931,4914,4780,4767,17228,123957
Napa County,1666,1797,1681,1644,1595,1571,1518,1538,1456,1545,1571,1523,1498,1462,1375,1424,1324,1367,4061,31616
Nevada County,1001,1121,1141,1106,1089,1122,1186,1158,1152,1272,1355,1264,1237,1179,1085,1077,1016,950,1971,22482
Orange County,47946,47179,42881,39638,38052,36211,35492,34924,32340,34174,34503,33244,32691,31180,30718,31815,31531,32522,103963,751004
Placer County,2963,3195,2989,2943,2923,2928,2982,2895,2767,3036,3067,2911,2871,2694,2585,2591,2403,2276,5643,56662
Plumas County,246,272,290,283,294,307,310,299,283,299,343,331,346,316,301,300,264,237,471,5792
Riverside County,26064,26946,25461,23944,23477,22985,22099,21658,20254,21660,21601,20513,19809,18752,18079,17845,16717,16342,47235,431441
Sacramento County,19947,20677,20295,19273,19002,18395,17867,17705,16609,17558,17782,16767,16396,15383,14736,14656,13801,13344,40528,350721
San Benito County,781,808,773,693,739,697,702,671,656,670,748,707,699,634,575,579,592,549,1457,13730
San Bernardino County,33579,34574,33297,30790,30006,29021,28502,27899,26072,27687,27839,26573,26193,24501,23393,23148,21624,20962,61530,557190
San Diego County,47519,48052,45076,41730,40025,38366,37452,36656,33764,36103,36355,34399,34025,32146,30783,31226,29920,30547,121528,785672
San Francisco County,8656,8484,7826,7191,6855,6575,6313,6167,5776,6249,6554,6493,6366,6117,5829,6113,6164,6394,21907,142029
San Joaquin County,9806,10128,9901,9391,9122,8960,8849,8750,8291,8868,8783,8265,8226,7772,7588,7518,7155,7107,19869,174349
San Luis Obispo County,3078,3195,3081,2901,2959,2897,2894,2860,2703,2939,2923,2838,2785,2555,2444,2432,2360,2510,12473,62827
San Mateo County,11074,11003,10242,9423,8990,8640,8348,8304,7642,8091,8244,8025,7813,7437,7098,7245,7172,7291,20752,172834
Santa Barbara County,6442,6546,6103,5711,5503,5274,5250,5193,4767,5128,5102,4842,4632,4435,4330,4333,4283,4432,22104,114410
Santa Clara County,27441,27611,25515,23771,22796,21800,21248,20817,19342,20365,20710,19907,19556,18707,18118,18412,18033,18416,60139,442704
Santa Cruz County,3852,3884,3664,3454,3314,3356,3203,3186,2975,3087,3193,3020,3013,2912,2825,2802,2725,2827,11575,68867
Shasta County,2461,2667,2550,2569,2495,2516,2527,2506,2299,2533,2644,2537,2551,2362,2301,2312,2159,2106,5068,49163
Sierra County,28,37,55,46,55,55,52,64,42,57,59,59,40,44,41,42,42,40,64,922
Siskiyou County,562,645,635,663,635,650,662,661,648,693,777,701,774,674,684,651,622,568,1272,13177
Solano County,6782,6972,6896,6557,6471,6300,6196,6171,5613,6029,6176,5809,5807,5398,5079,5091,4751,4603,13375,120076
Sonoma County,6310,6676,6383,6221,6050,5988,5900,5883,5611,5873,5944,5674,5591,5323,4970,4988,4758,4703,13895,116741
Stanislaus County,7970,8298,7959,7631,7384,7223,7169,7022,6608,7199,7260,6908,6700,6384,6103,5949,5590,5377,14417,139151
Sutter County,1244,1317,1298,1228,1188,1213,1157,1151,1042,1164,1180,1117,1124,1045,1031,1027,986,950,2415,22877
Tehama County,780,905,854,818,804,818,841,802,766,852,898,880,893,843,764,759,700,709,1498,16184
Trinity County,156,183,182,187,197,167,191,213,196,208,233,214,206,202,185,198,197,168,294,3777
Tulare County,7280,7192,6991,6647,6532,6442,6423,6393,6117,6518,6560,6411,6240,5864,5677,5591,5320,5152,13551,126901
Tuolumne County,578,664,642,622,626,632,681,673,621,667,748,719,714,674,641,622,571,548,1399,13042
Ventura County,12815,12883,12269,11459,11459,10958,10772,10779,10137,10823,11055,10583,10548,9977,9738,9806,9364,9453,26919,221797
Yolo County,2454,2527,2405,2236,2226,2211,2132,2116,1939,2057,2103,1979,1955,1863,1787,1736,1657,1702,11318,48403
Yuba County,1348,1422,1379,1299,1235,1203,1189,1120,1064,1090,1083,1035,1000,966,918,853,821,777,2439,22241
