county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Lassen County,318,308,279,363,289,294,329,339,398,369,353,401,403,433,423,472,493,415,1382,8061
Los Angeles County,139179,136621,133876,133855,132248,136749,127494,126083,128696,133880,146679,149548,149535,151629,154358,155397,156212,147448,422144,2961631
Madera County,2454,2365,2275,2404,2323,2256,1997,2064,2155,2232,2316,2341,2250,2361,2439,2470,2535,2380,6187,47804
Marin County,2759,2751,2850,2744,2779,2897,2736,2667,2688,2647,2840,2752,2818,2869,2951,3032,2977,2877,6141,56775
Mariposa County,161,151,143,158,152,167,149,159,192,182,226,207,227,216,244,270,279,266,604,4153
Mendocino County,1070,1082,1013,1063,982,1000,1013,1023,1047,1012,1170,1183,1056,1119,1208,1426,1372,1255,3351,23445
Merced County,4455,4346,4390,4534,4324,4236,4023,3930,4140,4146,4741,4606,4738,4764,4862,4742,4992,4631,12947,93547
Modoc County,107,97,89,105,96,86,125,112,124,119,133,134,156,139,139,129,189,141,279,2499
Mono County,203,209,151,131,174,119,172,123,164,173,150,159,171,153,179,172,213,170,564,3550
Monterey County,6729,6599,6476,6319,6026,5943,5204,5052,5228,5318,6064,6010,6228,6197,6178,6327,6388,6310,19589,128185
Napa County,1671,1539,1581,1553,1600,1667,1538,1570,1612,1631,1776,1820,1923,1872,1870,1899,1935,1920,5196,36173
Nevada County,852,883,789,899,856,893,1032,1027,1064,1104,1194,1240,1317,1306,1363,1457,1511,1567,3057,23411
Orange County,40783,40466,39928,39680,39488,41181,38433,38270,38416,40137,43371,44116,44464,44717,44899,45286,44953,42548,118940,870076
Placer County,3861,3995,3925,4002,4153,4276,4404,4451,4338,4599,4935,4887,4797,4995,4895,5050,5019,4913,11279,92774
Plumas County,198,184,189,230,142,193,219,225,197,215,219,239,256,252,294,287,302,332,819,4992
Riverside County,31423,31028,31288,32685,31741,31395,29996,29773,30433,31671,34636,35525,35859,35248,35420,36126,35971,34022,89654,683894
Sacramento County,20337,20046,19491,19217,19450,19158,18613,18421,18504,19045,20605,20817,21279,21293,21327,21485,21849,21091,55042,417070
San Benito County,870,871,852,860,887,819,873,848,866,888,942,903,1055,946,1014,974,1004,929,2260,18661
San Bernardino County,32111,31451,31891,31879,31292,31257,30163,30298,30756,32350,35128,35525,36530,36338,37228,37658,38067,35956,94609,700487
San Diego County,42237,40743,39080,38767,37635,37848,34933,35042,35292,36898,40665,40895,42095,41451,42217,43341,43517,41744,140140,854540
San Francisco County,7601,7162,6938,6369,5848,6105,4894,4751,4520,4945,5326,5510,5640,5597,5893,5946,6250,6228,23091,128614
San Joaquin County,11411,10726,10962,10877,11036,11057,10027,10092,10418,10624,11287,11474,11578,11557,11893,12012,12345,11495,30605,231476
San Luis Obispo County,2586,2622,2518,2473,2318,2438,2466,2554,2593,2732,2919,3065,3062,2943,3274,3402,3571,3530,19447,70513
San Mateo County,9496,9400,8989,9192,8826,8881,8097,7715,7553,7693,8327,8421,8523,8714,8792,8962,8994,8869,21392,176836
Santa Barbara County,5621,5636,5299,4920,4877,4997,4432,4650,4533,5002,5467,5560,5557,5689,5777,5960,6188,5906,30310,126381
Santa Clara County,24603,24994,25024,25241,24524,24676,21532,20790,20406,20761,22077,22374,22282,22193,22657,22707,23409,22465,62229,474944
Santa Cruz County,3039,3089,2970,2864,2841,2913,2621,2628,2825,2723,3082,3089,3114,3178,3349,3551,3648,3506,17394,72424
Shasta County,2067,2052,2041,1897,2059,2005,2027,2228,2174,2310,2488,2431,2454,2575,2629,2745,2949,2742,7288,49161
Sierra County,44,35,36,26,30,17,22,32,31,36,34,48,46,41,54,42,34,52,98,758
Siskiyou County,458,453,472,422,440,431,504,470,488,507,551,578,572,579,604,601,721,657,1611,11119
Solano County,5440,5442,5483,5656,5573,5531,5313,5202,5459,5776,5880,6317,6212,6464,6321,6537,7040,6580,17031,123257
Sonoma County,5474,5499,5606,5587,5479,5623,5221,5581,5445,5673,5894,6056,6199,6449,6559,6905,6988,6841,19209,126288
Stanislaus County,8115,8167,7944,8254,8130,7948,7667,7495,7601,7907,8539,8630,8868,8670,8823,9295,9235,8798,22814,172900
Sutter County,1373,1479,1450,1476,1321,1383,1232,1274,1291,1374,1402,1486,1469,1448,1559,1500,1521,1515,3810,29363
Tehama County,908,804,867,855,772,805,770,820,802,860,886,932,1020,1010,995,1040,1051,1020,2357,18574
Trinity County,124,111,107,109,129,135,95,130,149,137,176,181,180,174,181,220,195,224,404,3161
Tulare County,7902,8035,7756,7761,7560,7599,6987,6650,6851,7160,7592,7929,7724,7976,7849,7971,8021,7688,19630,156641
Tuolumne County,459,519,438,462,439,486,573,556,555,554,617,599,699,643,736,753,771,804,1935,12598
Ventura County,11452,11173,11215,11013,10990,11226,10658,10853,10881,11288,12470,12588,12635,12980,13298,13751,13517,12901,34546,249435
Yolo County,2429,2442,2384,2520,2367,2294,2220,2126,2192,2351,2532,2614,2519,2568,2711,2742,2604,2624,17689,61928
Yuba County,1242,1390,1220,1256,1052,1130,1032,1015,1099,1032,1126,1130,1130,1147,1176,1125,1120,1080,3170,23672
