county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Madera County,2262,2308,2408,2451,2356,2364,2477,2488,2512,2415,2327,2245,2344,2351,2326,2344,2308,2416,6313,49015
Marin County,2456,2450,2522,2512,2762,2929,3215,3200,3208,3284,3273,3362,3239,3179,3131,2951,2887,2910,7470,60940
Mariposa County,158,152,144,156,153,143,146,158,170,172,139,171,161,153,195,162,194,197,505,3429
Mendocino County,1056,1077,1109,1001,1068,1061,1079,1059,1100,1054,1023,1037,1030,1043,1078,1076,1104,1060,2854,21969
Merced County,4222,4195,4302,4429,4390,4393,4471,4646,4565,4495,4445,4453,4383,4460,4558,4358,4372,4403,13877,93417
Modoc County,74,90,89,92,108,99,97,100,97,99,104,114,101,106,110,97,114,98,274,2063
Mono County,156,149,145,141,156,162,169,166,173,152,163,142,149,165,132,138,142,151,531,3282
Monterey County,6441,6459,6801,6920,6662,6577,6789,6807,6505,6449,6279,6034,5990,5833,5872,5718,5867,5863,19049,132915
Napa County,1487,1405,1540,1579,1599,1663,1669,1730,1787,1743,1769,1795,1759,1809,1805,1832,1885,1915,5355,36126
Nevada County,873,860,815,817,877,933,939,964,972,978,992,1000,1035,1048,1104,1151,1136,1147,2775,20416
Orange County,38056,37525,37798,38172,37935,37856,39983,40284,40021,40373,40379,40435,39909,41632,42701,41898,42451,43622,125008,846038
Placer County,3724,3802,3928,4273,4341,4485,4610,4779,4859,4980,4973,5017,5038,5174,5197,5252,5184,5239,12438,97293
Plumas County,160,141,164,165,168,169,188,198,156,195,179,215,153,178,181,173,198,185,587,3753
Riverside County,30228,30753,31212,32517,32380,32896,34527,35067,34686,34140,34636,34409,34234,35608,36226,36099,36299,36463,102848,715228
Sacramento County,19655,19757,19774,20456,19766,19840,20613,20770,20553,20400,19953,19811,19569,19818,19926,19707,20046,20188,53305,413907
San Benito County,719,776,809,823,804,834,863,887,921,870,876,902,851,937,921,926,981,920,2469,18089
San Bernardino County,30464,30661,30218,31573,30745,31220,32536,32511,32382,31725,31533,31644,31295,32229,33198,32980,33283,34205,96246,670648
San Diego County,44303,43074,42865,42815,40273,39343,40640,40797,40138,40020,39044,38692,37901,38846,39720,39310,39794,40657,142535,870767
San Francisco County,9102,8419,7778,7419,6428,6420,6352,6246,6010,5930,5833,5603,5291,5597,5519,5342,5293,5661,21258,135501
San Joaquin County,9909,10247,10349,10965,11072,10769,11262,11460,11492,11375,11132,11016,10965,11385,11387,11289,11311,11336,30572,229293
San Luis Obispo County,2625,2690,2727,2753,2839,2643,2817,2946,2853,2873,2831,2808,2697,2833,2836,2821,2949,3114,20926,71581
San Mateo County,8986,9217,9170,9402,9394,9142,9292,9283,9360,9345,9188,9075,8797,8724,8871,8587,8579,8606,22389,185407
Santa Barbara County,5784,5710,5713,5853,5543,5488,5659,5617,5559,5573,5310,5157,5028,5236,5347,5327,5375,5520,32217,131016
Santa Clara County,23745,24509,23933,24680,24392,24581,25749,25597,25497,24963,25101,24699,23709,24077,23564,22854,22893,22873,66968,504384
Santa Cruz County,2892,2976,3108,3182,2855,2947,3052,3126,3030,2985,3092,2950,2987,2974,3013,3015,3167,3162,19763,74276
Shasta County,2150,2097,2115,2113,2074,2041,2237,2110,2101,2084,2111,2145,2190,2226,2262,2306,2191,2347,6048,44948
Sierra County,17,24,17,22,31,32,27,30,33,21,24,33,27,29,22,29,29,28,93,568
Siskiyou County,461,454,501,472,446,510,485,516,469,474,498,458,449,468,549,550,512,537,1327,10136
Solano County,5217,5270,5378,5355,5219,5519,5570,5519,5507,5452,5417,5486,5504,5561,5535,5622,5753,5706,15917,114507
Sonoma County,5021,5120,5254,5475,5746,5640,5676,5933,5848,5874,5935,5856,5837,5868,5854,5958,5913,6102,18386,121296
Stanislaus County,7475,7636,7819,8030,7991,7981,8279,8290,8281,8134,8013,8131,8033,8106,8129,8082,8219,8322,22078,167029
Sutter County,1293,1228,1339,1346,1294,1397,1421,1502,1429,1438,1450,1438,1409,1418,1451,1409,1413,1380,3516,28571
Tehama County,804,760,732,761,845,828,853,923,868,853,872,816,799,852,826,849,888,892,2226,17247
Trinity County,110,108,133,102,132,106,116,108,149,127,133,123,124,114,109,128,129,154,362,2567
Tulare County,7548,7822,8180,8225,8222,8176,8437,8432,8200,8240,8056,7894,7685,7930,7954,7736,7596,7721,20449,164503
Tuolumne County,464,463,509,462,452,461,483,495,482,534,503,504,479,520,519,542,584,586,1541,10583
Ventura County,10312,10449,10571,11166,10880,10901,11340,11456,11729,11532,11546,11515,11336,11543,11828,11841,12022,12252,34774,238993
Yolo County,2474,2524,2421,2514,2419,2502,2515,2648,2668,2478,2566,2452,2399,2531,2585,2507,2476,2680,17756,63115
Yuba County,1188,1225,1279,1239,1184,1197,1231,1160,1167,1164,1119,1074,1035,1081,1054,1047,1037,1015,2945,23441
