county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Lake County,730,766,794,828,763,777,809,777,738,793,751,757,770,802,768,729,703,766,1747,15568
Lassen County,293,294,298,303,298,310,344,287,283,280,319,293,283,284,292,307,283,323,942,6316
Los Angeles County,107627,106306,109375,114384,115070,118566,118424,118660,117268,120029,116664,116203,121164,120397,119235,119774,119939,120392,370699,2470176
Madera County,2031,2145,2215,2300,2420,2477,2395,2436,2508,2595,2471,2397,2552,2513,2526,2429,2356,2318,6169,49253
Marin County,2071,2150,2303,2326,2477,2504,2689,2654,2740,2624,2801,2983,3201,3233,3306,3304,3313,3388,7963,58030
Mariposa County,137,146,146,150,157,164,139,169,161,170,153,159,160,144,175,176,142,151,431,3230
Mendocino County,893,931,912,1003,1004,1070,999,1010,1109,1006,1024,1041,1057,1022,1030,1022,1010,1022,2630,20795
Merced County,3841,4007,3996,4585,4370,4337,4538,4588,4596,4726,4652,4535,4696,4801,4783,4677,4587,4679,15049,96043
Modoc County,68,71,85,100,84,102,96,104,83,110,107,96,93,93,102,99,103,103,207,1906
Mono County,119,112,127,154,136,152,133,143,134,134,145,145,148,132,163,131,170,139,487,3004
Monterey County,5742,5778,5653,5845,6123,6271,6244,6288,6575,6694,6293,6205,6466,6539,6246,6199,6220,6026,18921,130328
Napa County,1229,1165,1271,1247,1383,1409,1443,1342,1559,1516,1554,1646,1570,1703,1718,1718,1778,1751,5001,32003
Nevada County,796,857,796,826,887,879,971,943,921,923,961,970,1011,997,993,1014,1039,993,2388,19165
Orange County,35162,35073,36005,37350,36458,37854,37272,36960,37214,37759,37527,37496,39426,39655,39609,40307,40253,40713,116657,798750
Placer County,3670,3863,4101,4454,4679,4905,4836,4950,4962,5276,5160,5254,5236,5522,5322,5399,5469,5388,12561,101007
Plumas County,154,152,178,215,194,176,183,175,173,168,172,192,212,196,171,194,195,208,525,3833
Riverside County,28176,29290,30123,32096,32699,33550,33547,33886,34066,35190,34627,35050,36797,37314,36561,36263,36359,36060,101053,712707
Sacramento County,18964,19188,19312,19643,20128,20315,20294,20367,20089,20614,20119,20099,20876,20929,20900,20576,20245,19982,51465,414105
San Benito County,799,810,816,862,883,895,872,889,938,896,886,935,993,987,1037,950,934,927,2458,18767
San Bernardino County,28570,28986,29546,30860,31249,31917,31556,31697,31319,32428,31760,32303,33137,33336,33025,32504,32009,32268,89605,658075
San Diego County,38962,38659,39059,39681,40369,41167,40448,39924,40199,40434,38369,37732,38884,39182,38880,38782,38407,38476,136213,843827
San Francisco County,8630,7880,7321,7138,6896,6845,6407,6487,6263,6377,5781,5831,5931,5797,5690,5794,5776,5741,20918,137503
San Joaquin County,9887,10047,10393,10822,11055,11182,11329,11375,11522,12106,11821,11536,12069,12201,12165,11981,11611,11653,31517,236272
San Luis Obispo County,2413,2424,2478,2502,2705,2647,2715,2712,2831,2835,2872,2680,2834,2940,2866,2912,2930,2899,20580,69775
San Mateo County,8248,8134,8049,8316,8430,8410,8142,8177,8361,8440,8502,8239,8523,8488,8599,8681,8727,8620,21588,172674
Santa Barbara County,5377,5451,5229,5426,5473,5647,5589,5553,5518,5707,5426,5338,5498,5493,5489,5505,5362,5296,32021,130398
Santa Clara County,21192,21087,21284,22043,22262,22430,22095,22737,22021,22522,22306,22614,23725,23661,23674,23538,23671,23381,65616,471859
Santa Cruz County,2411,2349,2443,2552,2820,2847,2719,2813,2920,2999,2767,2848,2937,3060,2970,2953,3097,3028,19731,70264
Shasta County,1915,1991,2044,2119,2116,2164,2304,2158,2234,2184,2179,2070,2293,2152,2155,2106,2136,2199,5608,44127
Sierra County,18,30,22,36,30,26,24,28,23,21,28,34,27,29,35,27,25,31,62,556
Siskiyou County,383,412,452,475,446,460,482,484,516,505,478,538,543,540,527,494,522,480,1231,9968
Solano County,4968,5085,5202,5424,5588,5643,5488,5590,5431,5533,5265,5494,5572,5515,5478,5423,5441,5505,14973,112618
Sonoma County,4371,4445,4533,4701,5072,5005,4980,5064,5073,5408,5572,5369,5505,5726,5732,5757,5827,5785,17009,110934
Stanislaus County,7305,7481,7476,8001,8121,8274,8079,8162,8248,8380,8476,8500,8726,8766,8608,8481,8351,8391,21755,169581
Sutter County,1232,1180,1345,1279,1375,1375,1343,1301,1373,1366,1317,1426,1407,1475,1420,1483,1428,1452,3433,28010
Tehama County,762,781,697,735,892,870,896,807,849,837,889,877,934,987,880,882,894,839,2044,17352
Trinity County,96,109,119,114,117,112,117,121,123,114,119,123,109,122,131,141,126,127,257,2397
Tulare County,6726,6946,6971,7271,7547,7769,7889,8053,8377,8432,8377,8197,8471,8464,8188,8208,8065,7827,20590,162368
Tuolumne County,457,490,475,503,473,519,505,497,529,491,517,531,507,564,536,549,517,512,1365,10537
Ventura County,8771,8895,9253,9468,9906,10458,10249,10476,10328,10945,10643,10696,11097,11140,11405,11264,11335,11226,31891,219446
Yolo County,2067,2106,2314,2371,2439,2451,2563,2608,2448,2613,2479,2615,2594,2704,2727,2611,2694,2791,20632,65827
Yuba County,1124,1175,1180,1318,1366,1274,1274,1244,1364,1265,1214,1196,1234,1228,1141,1141,1111,1123,2913,24885
