county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Lassen County,365,402,420,421,391,426,401,418,399,441,426,417,444,412,430,399,385,346,1016,8359
Los Angeles County,167825,169015,173985,174904,167670,152166,143217,136944,130736,133309,130860,132674,132966,130541,129979,123931,122293,120554,367187,2940756
Madera County,1858,1996,2079,2110,2043,1934,1861,1788,1816,1842,1866,1892,1926,1936,1886,1782,1752,1618,4067,38052
Marin County,3047,3132,3269,3353,3148,2867,2682,2647,2556,2622,2635,2659,2650,2533,2551,2492,2405,2306,5168,54722
Mariposa County,187,186,202,239,206,206,209,220,211,228,223,234,240,218,212,190,211,183,432,4237
Mendocino County,1123,1221,1291,1332,1381,1329,1239,1188,1240,1307,1236,1304,1399,1340,1322,1247,1169,1125,2452,25245
Merced County,4127,4337,4529,4549,4559,4226,4083,3863,3761,3908,3762,3777,3798,3729,3697,3518,3301,3117,7889,78530
Modoc County,126,124,134,148,163,171,150,149,138,150,178,166,157,165,153,176,149,142,232,2971
Mono County,181,177,185,201,180,173,155,156,162,164,148,151,151,130,146,132,123,126,355,3196
Monterey County,6744,6811,7044,7115,6759,6191,5942,5591,5262,5493,5333,5447,5427,5340,5102,4845,4790,4556,13966,117758
Napa County,1582,1690,1752,1890,1780,1654,1560,1540,1496,1535,1514,1586,1591,1585,1517,1496,1424,1418,3896,32506
Nevada County,943,1022,1112,1241,1199,1159,1180,1139,1172,1252,1285,1312,1302,1267,1236,1167,1122,1019,1975,23104
Orange County,45840,45659,46223,47426,44118,40169,38157,36725,34955,35442,34995,35474,35480,34420,34400,33514,33239,33024,98652,787912
Placer County,2951,3069,3217,3549,3452,3237,3173,3081,2992,3148,3124,3165,3190,3026,3031,2885,2690,2482,5671,61133
Plumas County,221,250,273,294,303,296,304,281,281,292,318,335,342,326,325,313,285,246,469,5754
Riverside County,24948,26023,26863,27867,26970,25223,23708,22733,21905,22593,21976,22257,21811,21129,20901,19578,18630,17621,47792,460528
Sacramento County,18758,19424,20206,21245,21100,19523,18494,17917,17252,17546,17187,17311,17223,16472,16387,15400,14653,13796,38304,358198
San Benito County,792,814,871,852,870,774,761,703,708,690,756,735,757,708,667,629,648,588,1459,14782
San Bernardino County,31058,32245,33668,34392,33406,30853,29628,28387,27374,27962,27395,27787,27875,26544,26073,24496,23288,22011,60076,574518
San Diego County,44505,45195,45969,47145,44936,41093,39056,37288,35346,36424,35793,35960,36083,34850,34087,32717,31654,30873,113593,802567
San Francisco County,8058,7887,7765,7833,7326,6851,6440,6084,5899,6091,6297,6515,6525,6398,6278,6199,6133,6150,20235,140964
San Joaquin County,9250,9651,10243,10635,10213,9558,9194,8846,8646,8865,8686,8691,8795,8575,8543,8066,7739,7449,19782,181427
San Luis Obispo County,2849,2941,3100,3313,3280,3034,2939,2820,2815,2941,2867,2984,2960,2812,2798,2620,2621,2700,12337,64731
San Mateo County,10549,10497,10672,10807,10042,9241,8679,8445,8037,8212,8190,8414,8295,8115,7907,7573,7537,7368,19532,178112
Santa Barbara County,6018,6209,6324,6557,6200,5653,5479,5329,5049,5244,5096,5128,4992,4908,4876,4597,4611,4628,21675,118573
Santa Clara County,26109,26489,26913,27456,25586,23326,22123,21130,20237,20493,20555,20812,20757,20341,19963,19221,18847,18537,56438,455333
Santa Cruz County,3591,3652,3796,3944,3712,3491,3258,3208,3103,3129,3175,3173,3227,3178,3148,3027,2929,2907,11199,70847
Shasta County,2245,2420,2475,2813,2719,2584,2503,2454,2319,2510,2544,2595,2667,2507,2577,2449,2314,2174,4971,49840
Sierra County,26,31,54,50,54,53,52,59,46,51,55,58,45,46,51,45,49,45,62,932
Siskiyou County,524,580,599,704,680,644,635,634,642,655,717,693,794,698,735,675,662,594,1256,13121
Solano County,6291,6516,6877,7220,7116,6651,6354,6216,5809,6020,6019,6015,6084,5787,5670,5395,5082,4775,12720,122617
Sonoma County,5944,6238,6510,7083,6699,6281,6008,5915,5815,5946,5857,5940,5967,5793,5665,5371,5191,4948,13617,120788
Stanislaus County,7528,7867,8234,8787,8321,7672,7421,7086,6896,7265,7135,7259,7189,7026,6844,6401,6092,5701,14409,145133
Sutter County,1203,1284,1369,1438,1354,1312,1229,1190,1129,1218,1187,1193,1236,1186,1174,1134,1081,1006,2440,24363
Tehama County,753,860,869,946,899,876,875,824,790,850,882,896,934,900,858,822,766,755,1523,16878
Trinity County,142,162,159,208,215,177,194,206,194,209,220,219,217,207,214,215,208,181,285,3832
Tulare County,7110,7121,7577,7855,7498,7007,6732,6578,6426,6580,6498,6682,6637,6495,6372,6012,5861,5532,13822,134395
Tuolumne County,538,612,642,690,696,642,670,644,633,663,699,733,734,712,706,671,621,588,1401,13295
Ventura County,12049,12323,12858,13368,12961,11773,11217,11028,10655,10982,10904,10997,11135,10794,10737,10229,9937,9699,25845,229491
Yolo County,2324,2413,2487,2582,2510,2358,2206,2149,2049,2101,2094,2098,2132,2054,1993,1886,1807,1793,11396,50432
Yuba County,1262,1299,1358,1427,1360,1260,1204,1124,1086,1091,1065,1080,1081,1057,1032,923,896,817,2384,22806
