county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Marin County,2240,2370,2400,2594,2607,2734,2628,2821,3018,3213,3206,3271,3338,3366,3415,3281,3209,3143,7289,60143
Mariposa County,147,144,168,152,151,160,161,143,151,159,144,174,170,140,161,185,157,180,413,3260
Mendocino County,1036,1008,1060,1022,1046,1120,1015,1047,1049,1089,1046,1081,1025,1028,1033,1042,1060,1099,2708,21614
Merced County,4303,4189,4232,4332,4435,4484,4580,4525,4495,4555,4730,4637,4598,4490,4550,4521,4566,4540,13919,94681
Modoc County,84,82,95,92,102,88,106,112,99,101,92,88,88,106,124,92,106,92,205,1954
Mono County,140,140,152,151,143,123,136,140,154,163,144,175,144,166,143,154,153,126,516,3163
Monterey County,5987,6256,6438,6352,6426,6734,6869,6589,6371,6677,6748,6426,6287,6257,6013,5932,6001,6046,18733,133142
Napa County,1299,1407,1465,1471,1398,1562,1564,1610,1629,1651,1732,1752,1746,1800,1781,1807,1801,1804,5238,34517
Nevada County,806,856,821,934,882,881,858,925,971,997,1008,985,995,1032,1009,1073,1051,1100,2549,19733
Orange County,38311,37103,38319,37766,37372,37555,38149,37892,37794,39817,39937,39860,40385,40340,40539,40266,42133,43148,120715,827401
Placer County,3777,4029,4300,4185,4417,4470,4805,4718,4858,4901,5132,5120,5185,5272,5245,5240,5337,5296,12336,98623
Plumas County,180,172,151,176,160,167,151,180,178,196,197,154,192,199,217,156,178,193,535,3732
Riverside County,30351,30990,32096,32338,32561,32785,33976,33701,34085,35823,36317,35765,35343,35635,35436,35063,36396,36974,101106,716741
Sacramento County,19226,19896,20167,20203,20288,20071,20700,20142,20180,20904,21064,20926,20631,20230,19933,19873,20163,20286,51094,415977
San Benito County,754,812,772,774,812,847,833,811,867,915,916,961,906,910,913,870,943,946,2472,18034
San Bernardino County,30332,30809,31332,31044,31008,30881,31922,31291,31833,32742,32990,32754,32259,31675,31892,31649,32521,33483,91509,663926
San Diego County,42339,42351,42758,41943,41157,41240,41385,39258,38644,39945,40176,39501,39360,38639,38522,37865,39060,40373,136836,861352
San Francisco County,9121,8495,8044,7386,7130,6813,6768,6076,6156,6120,6030,5832,5875,5746,5619,5319,5676,5796,20042,138044
San Joaquin County,10094,10524,10640,10797,10894,11094,11719,11531,11227,11757,11951,11941,11656,11492,11433,11264,11674,11670,30548,233906
San Luis Obispo County,2507,2702,2585,2680,2721,2805,2844,2868,2668,2848,2943,2894,2946,2849,2795,2755,2892,2957,20277,70536
San Mateo County,8791,8927,8933,8585,8792,8841,8939,9051,8738,9029,8910,8977,9012,8881,8850,8661,8754,8862,21669,181202
Santa Barbara County,5520,5558,5740,5739,5605,5700,5799,5530,5434,5599,5598,5552,5518,5267,5168,5098,5395,5577,32093,131490
Santa Clara County,22854,23445,23796,23639,24214,23316,23937,23616,23783,25001,24850,24689,24392,24425,24003,23280,23741,23326,65147,495454
Santa Cruz County,2667,2875,2970,2771,2937,2978,3099,2815,2901,3039,3098,3019,2958,3116,2974,3018,3042,3121,20294,73692
Shasta County,2002,2061,2137,2264,2098,2214,2166,2111,2036,2269,2130,2161,2094,2158,2159,2195,2228,2279,5714,44476
Sierra County,35,32,29,25,30,19,23,30,30,24,27,31,25,24,29,27,28,22,67,557
Siskiyou County,452,486,460,469,468,520,487,479,553,541,533,497,483,523,469,460,497,532,1349,10258
Solano County,5173,5308,5645,5469,5552,5480,5587,5369,5556,5639,5566,5561,5475,5455,5583,5516,5583,5622,15267,114406
Sonoma County,4783,5137,5132,5125,5141,5203,5550,5716,5561,5609,5880,5780,5809,5877,5811,5857,5881,5858,17520,117230
Stanislaus County,7768,7900,8093,7929,8043,8131,8313,8306,8347,8559,8659,8551,8384,8329,8400,8252,8190,8277,21665,170096
Sutter County,1249,1419,1380,1302,1295,1393,1405,1327,1414,1431,1501,1420,1480,1434,1458,1410,1409,1398,3363,28488
Tehama County,726,865,847,872,802,797,819,862,886,871,952,885,853,877,848,828,864,847,2051,17352
Trinity County,122,106,91,123,107,127,112,126,123,110,125,138,140,129,120,126,126,123,294,2468
Tulare County,7099,7317,7610,7699,7953,8294,8326,8297,8185,8418,8478,8184,8190,8069,7853,7692,7925,8008,20059,163656
Tuolumne County,472,438,498,473,466,516,495,497,476,492,520,506,549,504,504,486,531,524,1452,10399
Ventura County,9423,9991,10484,10361,10536,10483,11124,10847,10839,11182,11299,11576,11411,11547,11335,11402,11519,11908,33087,230354
Yolo County,2324,2349,2449,2571,2651,2432,2595,2528,2594,2613,2701,2736,2548,2639,2592,2549,2682,2829,20241,66623
Yuba County,1198,1243,1201,1244,1253,1275,1244,1186,1196,1205,1185,1130,1178,1144,1093,1035,1111,1033,2944,24098
