county,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 to 20,Total
Placer County,2901,2836,3128,3335,3603,3629,3776,4001,3662,3403,3563,3572,3628,3552,3505,3630,3500,3258,7281,69763
Plumas County,182,198,208,219,236,256,287,281,289,274,298,324,305,320,323,334,346,287,584,5551
Riverside County,22555,23392,24149,25388,26773,27628,28116,28044,26460,25236,24928,24806,24226,23877,23259,23586,23167,21609,58538,505737
Sacramento County,17040,17370,17874,18963,20061,20094,20517,20873,20123,18659,18329,18249,18065,17923,17454,17668,17726,16546,44750,378284
San Benito County,865,859,901,916,992,983,1041,977,927,819,941,821,892,829,822,814,861,783,1885,17928
San Bernardino County,27288,28037,29141,30531,32242,32680,33786,33780,32395,30550,30294,29928,30038,28854,27872,28359,28027,26510,71356,611668
San Diego County,39528,39670,40255,42109,43788,43867,44741,44490,41326,39056,38937,38189,38020,37616,35729,36939,37094,35345,124430,841129
San Francisco County,7164,6733,6497,6886,6622,6817,6856,6788,6559,6076,6403,6201,6263,6232,6114,6462,6608,6477,21745,139503
San Joaquin County,8358,8633,9052,9532,9946,10065,10378,10345,9988,9292,9393,9179,9269,9408,9163,9424,9454,8999,23876,193754
San Luis Obispo County,2399,2459,2592,2787,3000,3050,3165,3148,3178,2996,3011,3135,3081,3110,3084,3051,3274,3262,14807,68589
San Mateo County,9632,9399,9438,9649,9752,9851,9884,10180,9376,8752,8850,8762,8528,8645,8285,8445,8771,8393,21381,185973
Santa Barbara County,5174,5344,5393,5713,5942,5968,6205,6348,5859,5609,5516,5430,5301,5311,5164,5158,5351,5309,23688,123783
Santa Clara County,24306,24360,24652,25412,25669,25452,25796,25833,23796,21863,22457,21856,21711,21737,20793,21620,21929,21185,61129,481556
Santa Cruz County,3131,3174,3293,3375,3553,3527,3579,3756,3531,3323,3442,3354,3431,3405,3312,3568,3425,3292,13123,74594
Shasta County,1840,1974,2027,2246,2334,2424,2487,2604,2456,2458,2551,2548,2632,2612,2680,2737,2729,2523,6036,49898
Sierra County,27,21,43,34,40,51,51,55,50,39,48,63,52,47,64,55,61,54,77,932
Siskiyou County,449,466,471,555,565,560,599,633,648,590,669,643,770,688,714,741,784,712,1492,12749
Solano County,5390,5591,5884,6273,6395,6511,6612,6885,6488,6198,6309,6146,6107,6084,5829,6062,6023,5542,14240,124569
Sonoma County,5308,5488,5749,6125,6240,6413,6588,6935,6600,6256,6278,6265,6288,6374,6242,6379,6421,6030,16843,128822
Stanislaus County,6688,6939,7124,7656,8043,8025,8359,8259,7877,7624,7543,7624,7565,7626,7253,7471,7411,6943,17607,153637
Sutter County,1089,1158,1193,1258,1278,1337,1388,1382,1345,1291,1244,1238,1294,1306,1219,1325,1291,1197,2966,25799
Tehama County,660,743,738,802,808,883,959,953,869,844,913,866,926,935,886,937,926,906,1901,17455
Trinity County,103,116,102,154,156,164,165,204,176,200,188,202,201,181,211,225,219,201,325,3493
Tulare County,6528,6414,6671,7000,7349,7480,7512,7709,7113,6705,6743,6642,6682,6725,6550,6774,6869,6592,16540,140598
Tuolumne County,450,498,526,543,595,568,653,650,663,633,662,711,687,713,695,744,737,715,1690,13133
Ventura County,10676,11083,11380,12022,12712,12734,12922,13374,12424,11724,11695,11357,11487,11388,11069,11306,11398,10928,28299,239978
Yolo County,2117,2187,2200,2338,2473,2528,2500,2591,2442,2300,2296,2281,2380,2300,2141,2295,2247,2182,13551,55349
Yuba County,1022,1005,1044,1122,1155,1152,1182,1170,1121,1015,1029,1045,1070,1065,1020,1015,1025,948,2636,21841
